Name,EP,P1,Away,Home,AvgPointsPerGame,teamAbbrev,Opp.x,ID,Salary,Value.x,Team,Opp.y,Pos,Lineup (?),ML,OU,Value.y,EPRWire,EP_Avg,date,P2,Mins,Lineup,dkp.x,gid,last_first,team,opp,h_a,gameid,gtime_et,team_pts,opp_pts,start,minutes,gp,active,fdp,dkp.y,ddp,yhp,stats,doubled,tripled,fd_sal,fd_change,dk_sal,dk_change,dd_sal,dd_change,yh_sal,yh_change,fd_pos,dk_pos,dd_pos,yh_pos,x35,nn,site,o_team,line,total
Thabo Sefolosha,21.82,SF,Orl,Atl,20.714,Atl,Orl,Thabo Sefolosha (7942945),4600,4.743478260869566,ATL,ORL,SF,NA,-410,204.0,3.9,17.94,21.39674,2016-12-13,NA,27,NA,NA,3931,"Sefolosha, Thabo",atl,orl,H,20161213-orl-atl,19.5,120,131,1,29.95,1,1,32.5,33.75,33.0,33.0,17pt 5rb 3as 2st 1bl 1to 1trey 6-11fg 4-4ft,0,0,4300,100, 4600,200, 7150,-350,10,0,3,3,23,3,NA,Hawks,home,Magic,-7.5,204.0
Mike Muscala,17.26,PF,Orl,Atl,18.49,Atl,Orl,Mike Muscala (7942980),4000,4.315,ATL,ORL,PF,NA,-410,204.0,3.87,15.48,18.5403,2016-12-13,NA,21,NA,NA,4659,"Muscala, Mike",atl,orl,H,20161213-orl-atl,19.5,120,131,0,23.9333333333333,1,1,17.0,17.25,16.0,17.0,6pt 5rb 2as 1bl 3-8fg,0,0,3700,100, 4000,0, 6700,100,10,0,4,45,45,4,NA,Hawks,home,Magic,-7.5,204.0
Kent Bazemore,21.14,SG,Orl,Atl,22.682,Atl,Orl,Kent Bazemore (7942886),4600,4.595652173913043,ATL,ORL,SG,NA,-410,204.0,4.27,19.641999999999996,22.513599999999997,2016-12-13,NA,27,NA,NA,4507,"Bazemore, Kent",atl,orl,H,20161213-orl-atl,19.5,120,131,0,14.633333333333301,1,1,8.6,8.75,6.75,8.6,5pt 3rb 2-9fg 1-2ft,0,0,4200,0, 4600,0, 9600,-600,16,-2,3,23,23,2,NA,Hawks,home,Magic,-7.5,204.0
Kyle Korver,18.89,SG,Orl,Atl,17.58,Atl,Orl,Kyle Korver (7942885),3900,4.843589743589743,ATL,ORL,SG,NA,-410,204.0,3.33,12.987,17.88433,2016-12-13,NA,30,NA,NA,3547,"Korver, Kyle",atl,orl,H,20161213-orl-atl,19.5,120,131,0,26.9166666666667,1,1,13.2,15.25,16.75,15.2,12pt 1rb 4trey 4-6fg,0,0,3700,0, 3900,200, 7000,-350,10,0,2,23,23,3,NA,Hawks,home,Magic,-7.5,204.0
Dennis Schroder,35.27,PG,Orl,Atl,30.656,Atl,Orl,Dennis Schroder (7942847),6200,5.6887096774193555,ATL,ORL,PG,NA,-410,204.0,4.98,30.876000000000005,32.8559,2016-12-13,NA,33,NA,NA,4595,"Schroder, Dennis",atl,orl,H,20161213-orl-atl,19.5,120,131,1,34.2666666666667,1,1,39.7,44.75,44.5,41.2,19pt 1rb 13as 2st 4to 3trey 7-16fg 2-2ft,1,0,6900,100, 6200,200,12900,550,25,0,1,1,1,1,NA,Hawks,home,Magic,-7.5,204.0
Dwight Howard,37.6,C,Orl,Atl,35.902,Atl,Orl,Dwight Howard (7943018),6900,5.449275362318841,ATL,ORL,C,NA,-410,204.0,5.26,36.294,37.20708,2016-12-13,NA,30,NA,NA,3639,"Howard, Dwight",atl,orl,H,20161213-orl-atl,19.5,120,131,1,28.8666666666667,1,1,37.7,42.5,42.5,37.7,20pt 16rb 1as 1bl 5to 9-10fg 2-3ft,1,0,7600,-200, 6900,-300,14500,400,29,0,5,5,45,5,NA,Hawks,home,Magic,-7.5,204.0
Malcolm Delaney,14.21,PG,Orl,Atl,12.604,Atl,Orl,Malcolm Delaney (7942845),3000,4.736666666666666,ATL,ORL,PG,NA,-410,204.0,3.4,10.2,13.772340000000002,2016-12-13,NA,16,NA,NA,4967,"Delaney, Malcolm",atl,orl,H,20161213-orl-atl,19.5,120,131,0,13.7333333333333,1,1,11.7,12.75,12.25,11.7,8pt 1rb 3as 2to 2-4fg 4-4ft,0,0,3500,0, 3000,0, 5250,-250,10,0,1,1,2,1,NA,Hawks,home,Magic,-7.5,204.0
Stephen Curry,44.08,PG,GS,NO,43.75,GS,NO,Stephen Curry (7942863),8400,5.247619047619048,GSW,@NO,PG,NA,-700,224.5,4.3,36.12,42.1239,2016-12-13,NA,34,NA,NA,4173,"Curry, Stephen",gsw,nor,A,20161213-gsw-nor,20.0,113,109,1,34.1166666666667,1,1,45.3,49.0,48.25,47.8,30pt 4rb 7as 1st 2to 5trey 11-23fg 3-4ft,0,0,9300,0, 8400,0,19750,600,46,0,1,1,12,1,NA,Warriors,away,Pelicans,-10.5,224.5
Draymond Green,39.74,PF,GS,NO,39.094,GS,NO,Draymond Green (7942986),7500,5.298666666666667,GSW,@NO,PF,NA,-700,224.5,5.03,37.725,39.50859,2016-12-13,NA,34,NA,NA,4504,"Green, Draymond",gsw,nor,A,20161213-gsw-nor,20.0,113,109,1,35.9833333333333,1,1,51.4,58.5,57.0,52.4,12pt 12rb 10as 4st 2bl 2to 2trey 4-12fg 2-2ft,1,1,7800,-400, 7500,-200,15900,0,36,0,4,45,34,4,NA,Warriors,away,Pelicans,-10.5,224.5
Klay Thompson,34.35,SG,GS,NO,31.69,GS,NO,Klay Thompson (7942915),6500,5.284615384615385,GSW,@NO,SG,NA,-700,224.5,3.69,23.985,31.033050000000003,2016-12-13,NA,35,NA,NA,4367,"Thompson, Klay",gsw,nor,A,20161213-gsw-nor,20.0,113,109,1,37.15,1,1,27.1,29.25,27.5,28.1,17pt 3rb 3as 2bl 2to 2trey 6-16fg 3-4ft,0,0,6600,-100, 6500,-100,13050,-50,29,0,2,2,23,2,NA,Warriors,away,Pelicans,-10.5,224.5
Kevin Durant,49.56,SF,GS,NO,49.66,GS,NO,Kevin Durant (7942929),9400,5.272340425531914,GSW,@NO,SF,NA,-700,224.5,4.5,42.3,47.818799999999996,2016-12-13,NA,35,NA,NA,3986,"Durant, Kevin",gsw,nor,A,20161213-gsw-nor,20.0,113,109,1,37.2333333333333,1,1,36.1,38.25,36.25,36.6,27pt 3rb 3as 2bl 3to 1trey 10-19fg 6-7ft,0,0,10000,-200, 9400,100,20950,50,50,-2,3,34,34,3,NA,Warriors,away,Pelicans,-10.5,224.5
Nikola Mirotic,20.74,PF,Min,Chi,20.783,Chi,Min,Nikola Mirotic (7942926),3900,5.317948717948717,CHI,MIN,SF,NA,-270,207.0,4.13,16.107,20.60186,2016-12-13,NA,22,NA,NA,4682,"Mirotic, Nikola",chi,min,H,20161213-min-chi,20.0,94,99,0,20.0166666666667,1,1,11.0,11.25,10.0,11.0,5pt 5rb 1-5fg 3-4ft,0,0,4200,0, 3900,0,10350,400,11,-2,4,34,34,4,NA,Bulls,home,Timberwolves,-5.5,207.0
Lance Thomas,10.35,PF,NY,Pho,9.071,NY,Pho,Lance Thomas (7942931),3000,3.4499999999999997,NYK,@PHO,SF,NA,-130,219.0,3.52,10.56,11.386009999999999,2016-12-13,NA,20,NA,NA,4384,"Thomas, Lance",nyk,pho,A,20161213-nyk-pho,21.0,111,113,0,22.6666666666667,1,1,10.9,12.0,11.75,11.4,6pt 2rb 1as 1st 1to 1trey 1-4fg 3-3ft,0,0,3500,0, 3000,0, 5050,-100,10,0,3,34,23,3,NA,Knicks,away,Suns,-2.0,219.0
Kyle O'Quinn,15.5,C,NY,Pho,16.739,NY,Pho,Kyle O'Quinn (7942990),4400,3.522727272727273,NYK,@PHO,PF,NA,-130,219.0,3.53,15.532,17.362270000000002,2016-12-13,NA,13,NA,NA,4529,"O'Quinn, Kyle",nyk,pho,A,20161213-nyk-pho,21.0,111,113,0,27.7333333333333,1,1,42.8,45.5,43.75,42.8,22pt 14rb 2as 1st 1to 9-16fg 4-6ft,1,0,4700,0, 4400,200, 7150,-250,10,0,5,45,45,4,NA,Knicks,away,Suns,-2.0,219.0
Justin Holiday,11.53,SG,NY,Pho,14.208,NY,Pho,Justin Holiday (7942842),3200,3.603125,NYK,@PHO,PG,NA,-130,219.0,3.96,12.672,14.423259999999999,2016-12-13,NA,19,NA,NA,4558,"Holiday, Justin",nyk,pho,A,20161213-nyk-pho,21.0,111,113,0,25.4666666666667,1,1,12.7,13.25,12.0,12.7,8pt 1rb 3as 1to 3-8fg 2-2ft,0,0,3700,-100, 3200,-100, 5900,-200,10,0,2,12,23,2,NA,Knicks,away,Suns,-2.0,219.0
Taj Gibson,25.34,C,Min,Chi,27.272,Chi,Min,Taj Gibson (7942981),5000,5.068,CHI,MIN,PF,NA,-270,207.0,4.66,23.3,26.59032,2016-12-13,NA,28,NA,NA,4167,"Gibson, Taj",chi,min,H,20161213-min-chi,20.0,94,99,1,27.9833333333333,1,1,14.3,15.5,14.0,14.3,10pt 4rb 1as 2to 5-11fg,0,0,5500,-100, 5000,-100,10500,-100,22,0,4,45,45,4,NA,Bulls,home,Timberwolves,-5.5,207.0
Gorgui Dieng,28.69,C,Min,Chi,27.385,Min,Chi,Gorgui Dieng (7942982),5600,5.123214285714286,MIN,@CHI,PF,NA,220,207.0,5.28,29.568,29.35887,2016-12-13,NA,32,NA,NA,4632,"Dieng, Gorgui",min,chi,A,20161213-min-chi,20.0,99,94,1,37.0666666666667,1,1,29.4,31.25,30.25,29.9,16pt 7rb 2as 2bl 2to 1trey 7-12fg 1-2ft,0,0,5500,0, 5600,300,12050,150,21,0,4,45,45,4,NA,Timberwolves,away,Bulls,5.5,207.0
Karl-Anthony Towns,47.28,C,Min,Chi,43.063,Min,Chi,Karl-Anthony Towns (7942983),8600,5.497674418604651,MIN,@CHI,PF,NA,220,207.0,4.96,42.656,44.60167,2016-12-13,NA,36,NA,NA,4879,"Towns, Karl-Anthony",min,chi,A,20161213-min-chi,20.0,99,94,1,38.7666666666667,1,1,37.4,42.0,39.0,37.9,16pt 12rb 2as 1st 3bl 4to 1trey 6-21fg 3-4ft,1,0,8800,100, 8600,500,19050,150,41,0,5,45,5,5,NA,Timberwolves,away,Bulls,5.5,207.0
Jimmy Butler,45.35,SF,Min,Chi,43.967,Chi,Min,Jimmy Butler (7942887),8700,5.21264367816092,CHI,MIN,SG,NA,-270,207.0,4.3,37.41,42.92987,2016-12-13,NA,38,NA,NA,4363,"Butler, Jimmy",chi,min,H,20161213-min-chi,20.0,94,99,1,38.8666666666667,1,1,52.8,54.75,51.75,53.3,27pt 9rb 6as 3st 1bl 2to 1trey 9-22fg 8-9ft,0,0,9000,400, 8700,500,18950,700,45,0,3,23,23,3,NA,Bulls,home,Timberwolves,-5.5,207.0
Shabazz Muhammad,11.13,SF,Min,Chi,10.5,Min,Chi,Shabazz Muhammad (7942888),3000,3.7100000000000004,MIN,@CHI,SG,NA,220,207.0,3.88,11.64,12.495700000000001,2016-12-13,NA,17,NA,NA,4594,"Muhammad, Shabazz",min,chi,A,20161213-min-chi,20.0,99,94,0,13.4833333333333,1,1,6.2,6.25,5.25,6.2,5pt 1rb 2-5fg 1-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,3,23,23,3,NA,Timberwolves,away,Bulls,5.5,207.0
Devin Booker,29.3,SF,NY,Pho,28.152,Pho,NY,Devin Booker (7942897),5700,5.140350877192982,PHO,NYK,SG,NA,110,219.0,4.1,23.369999999999997,28.040619999999997,2016-12-13,NA,33,NA,NA,4885,"Booker, Devin",pho,nyk,H,20161213-nyk-pho,21.0,113,111,1,35.75,1,1,14.2,15.25,12.5,14.7,12pt 1rb 1bl 1to 1trey 3-16fg 5-5ft,0,0,5800,0, 5700,-100,11300,-450,25,0,2,23,2,2,NA,Suns,home,Knicks,2.0,219.0
C.J. McCollum,34.98,SG,OKC,Por,36.26,Por,OKC,C.J. McCollum (7942840),7100,4.926760563380281,POR,OKC,PG,NA,-120,218.0,3.81,27.051,33.96599,2016-12-13,NA,34,NA,NA,4657,"McCollum, C.J.",por,okc,H,20161213-okc-por,22.5,114,95,1,29.8,1,1,26.8,29.0,27.5,27.3,15pt 4rb 4as 1st 1bl 3to 1trey 6-13fg 2-3ft,0,0,7600,100, 7100,-200,13700,150,30,0,2,12,12,2,NA,Trailblazers,home,Thunder,-2.5,217.5
Joffrey Lauvergne,10.86,C,OKC,Por,13.56,OKC,Por,Joffrey Lauvergne (7942989),3000,3.62,OKC,@POR,PF,NA,100,218.0,4.48,13.440000000000001,14.1994,2016-12-13,NA,15,NA,NA,4768,"Lauvergne, Joffrey",okc,por,A,20161213-okc-por,22.5,95,114,0,15.5833333333333,1,1,15.6,16.25,15.75,16.1,9pt 3rb 2as 1trey 3-7fg 2-2ft,0,0,3600,100, 3000,0, 7300,0,10,0,5,45,45,4,NA,Thunder,away,Trailblazers,2.5,217.5
Anthony Morrow,15.74,SF,OKC,Por,9.694,OKC,Por,Anthony Morrow (7942893),3500,4.497142857142857,OKC,@POR,SG,NA,100,218.0,1.58,5.53,11.63804,2016-12-13,NA,12,NA,NA,4115,"Morrow, Anthony",okc,por,A,20161213-okc-por,22.5,95,114,0,20.1166666666667,1,1,12.9,13.5,12.25,13.4,9pt 2rb 1as 1trey 4-11fg,0,0,3500,-100, 3500,500, 5000,0,10,0,2,23,23,2,NA,Thunder,away,Trailblazers,2.5,217.5
Allen Crabbe,15.5,SF,OKC,Por,17.077,Por,OKC,Allen Crabbe (7942895),3800,4.078947368421052,POR,OKC,SG,NA,-120,218.0,3.43,13.034,16.77643,2016-12-13,NA,26,NA,NA,4561,"Crabbe, Allen",por,okc,H,20161213-okc-por,22.5,114,95,0,25.6833333333333,1,1,17.6,18.75,18.5,18.6,11pt 3rb 2as 2trey 4-8fg 1-2ft,0,0,3800,0, 3800,0, 7250,0,10,0,2,23,12,2,NA,Trailblazers,home,Thunder,-2.5,217.5
Ed Davis,17.83,C,OKC,Por,14.087,Por,OKC,Ed Davis (7942988),3600,4.9527777777777775,POR,OKC,PF,NA,-120,218.0,5.68,20.448,18.32969,2016-12-13,NA,22,NA,NA,4276,"Davis, Ed",por,okc,H,20161213-okc-por,22.5,114,95,0,11.4833333333333,1,1,13.1,13.25,13.0,13.1,6pt 3rb 1as 1bl 2-3fg 2-2ft,0,0,3800,0, 3600,0, 6500,100,10,0,4,45,45,5,NA,Trailblazers,home,Thunder,-2.5,217.5
Evan Turner,23.48,SF,OKC,Por,20.692,Por,OKC,Evan Turner (7942894),4300,5.46046511627907,POR,OKC,SG,NA,-120,218.0,4.93,21.199,22.78103,2016-12-13,NA,25,NA,NA,4318,"Turner, Evan",por,okc,H,20161213-okc-por,22.5,114,95,0,26.9666666666667,1,1,25.1,26.25,26.0,25.6,14pt 3rb 3as 1st 1bl 1to 1trey 6-8fg 1-2ft,0,0,4500,0, 4300,-300, 9050,-50,15,2,3,23,23,3,NA,Trailblazers,home,Thunder,-2.5,217.5
Jerami Grant,15.55,PF,OKC,Por,13.043,OKC,Por,Jerami Grant (7942930),3000,5.183333333333334,OKC,@POR,SF,NA,100,218.0,4.75,14.25,15.48863,2016-12-13,NA,19,NA,NA,4765,"Grant, Jerami",okc,por,A,20161213-okc-por,22.5,95,114,1,26.4833333333333,1,1,13.2,13.75,12.25,13.2,11pt 1rb 1st 1to 3-8fg 5-6ft,0,0,3500,0, 3000,0, 5250,-800,10,0,3,34,34,3,NA,Thunder,away,Trailblazers,2.5,217.5
Brandon Knight,23.03,SG,NY,Pho,21.521,Pho,NY,Brandon Knight (7942843),4400,5.234090909090909,PHO,NYK,PG,NA,110,219.0,4.51,19.844,22.60647,2016-12-13,NA,26,NA,NA,4382,"Knight, Brandon",pho,nyk,H,20161213-nyk-pho,21.0,113,111,0,20.1166666666667,1,1,18.9,21.0,19.75,19.9,14pt 2rb 3as 2to 2trey 4-11fg 4-6ft,0,0,4400,-100, 4400,-100,10150,-150,14,-2,2,12,12,1,NA,Suns,home,Knicks,2.0,219.0
Leandro Barbosa,20.86,SG,NY,Pho,11.522,Pho,NY,Leandro Barbosa (7942841),3300,6.32121212121212,PHO,NYK,PG,NA,110,219.0,2.52,8.316,14.57786,2016-12-13,NA,14,NA,NA,3514,"Barbosa, Leandro",pho,nyk,H,20161213-nyk-pho,21.0,113,111,0,18.2,1,1,10.6,11.25,10.75,10.6,6pt 3rb 1bl 1to 3-5fg,0,0,3800,0, 3300,200, 5000,0,10,0,2,12,12,1,NA,Suns,home,Knicks,2.0,219.0
Andre Roberson,21.09,SF,OKC,Por,19.417,OKC,Por,Andre Roberson (7942896),4500,4.6866666666666665,OKC,@POR,SG,NA,100,218.0,3.75,16.875,20.35902,2016-12-13,NA,30,NA,NA,4559,"Roberson, Andre",okc,por,A,20161213-okc-por,22.5,95,114,1,31.1333333333333,1,1,17.3,19.0,18.5,17.8,7pt 4rb 1as 2st 1bl 2to 1trey 3-7fg,0,0,4000,-100, 4500,200, 6700,-900,13,0,3,23,23,3,NA,Thunder,away,Trailblazers,2.5,217.5
Mike Dunleavy,8.6,SF,Mem,Cle,8.294,Cle,Mem,Mike Dunleavy (7942889),3000,2.8666666666666667,CLE,MEM,SG,NA,-2500,202.5,1.36,4.08,8.715739999999998,2016-12-13,NA,10,NA,NA,3404,"Dunleavy, Mike",cle,mem,H,20161213-mem-cle,19.0,103,86,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,0, 3000,0, 5000,0,10,0,3,23,23,2,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Serge Ibaka,28.02,C,Orl,Atl,29.08,Orl,Atl,Serge Ibaka (7942979),6400,4.378125,ORL,@ATL,PF,NA,315,204.0,5.02,32.12799999999999,30.615319999999997,2016-12-13,NA,36,NA,NA,4104,"Ibaka, Serge",orl,atl,A,20161213-orl-atl,19.5,131,120,1,32.3,1,1,37.6,39.75,40.0,39.6,29pt 3rb 2as 1st 4trey 11-18fg 3-3ft,0,0,6200,0, 6400,400,12600,300,27,0,4,45,45,4,NA,Magic,away,Hawks,7.5,204.0
Jeff Green,18.2,PF,Orl,Atl,16.635,Orl,Atl,Jeff Green (7942923),3900,4.666666666666666,ORL,@ATL,SF,NA,315,204.0,4.3,16.77,18.40765,2016-12-13,NA,25,NA,NA,3992,"Green, Jeff",orl,atl,A,20161213-orl-atl,19.5,131,120,0,30.8333333333333,1,1,19.3,21.5,20.0,19.8,16pt 4rb 1as 3to 1trey 6-14fg 3-3ft,0,0,3700,0, 3900,200, 6800,-150,10,0,3,34,23,3,NA,Magic,away,Hawks,7.5,204.0
Aaron Gordon,21.11,PF,Orl,Atl,20.62,Orl,Atl,Aaron Gordon (7942924),4300,4.909302325581395,ORL,@ATL,SF,NA,315,204.0,5.25,22.575,22.51065,2016-12-13,NA,25,NA,NA,4705,"Gordon, Aaron",orl,atl,A,20161213-orl-atl,19.5,131,120,1,18.25,1,1,14.6,15.75,15.5,15.1,7pt 3rb 2as 1bl 1to 1trey 3-6fg,0,0,4100,100, 4300,300,10350,-200,15,0,3,34,34,3,NA,Magic,away,Hawks,7.5,204.0
Iman Shumpert,17.91,SG,Mem,Cle,15.821,Cle,Mem,Iman Shumpert (7942837),3700,4.84054054054054,CLE,MEM,PG,NA,-2500,202.5,3.37,12.469,16.74832,2016-12-13,NA,26,NA,NA,4397,"Shumpert, Iman",cle,mem,H,20161213-mem-cle,19.0,103,86,0,23.9333333333333,1,1,10.4,12.0,11.75,10.9,5pt 2rb 2as 1bl 2to 1trey 2-5fg,0,0,3800,200, 3700,200, 6600,250,10,0,2,12,23,1,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Zach Randolph,30.13,C,Mem,Cle,26.417,Mem,Cle,Zach Randolph (7942984),5100,5.907843137254902,MEM,@CLE,PF,NA,1250,202.5,4.42,22.542,27.31325,2016-12-13,NA,22,NA,NA,3314,"Randolph, Zach",mem,cle,A,20161213-mem-cle,19.0,86,103,1,31.25,1,1,32.0,32.75,31.25,32.0,18pt 5rb 2as 2st 1bl 1to 9-15fg,0,0,5700,0, 5100,-300, 9550,-1600,20,-2,4,45,45,4,NA,Grizzlies,away,Cavaliers,15.5,202.5
Kevin Love,41.72,C,Mem,Cle,41.182,Cle,Mem,Kevin Love (7942985),7800,5.348717948717948,CLE,MEM,PF,NA,-2500,202.5,3.96,30.888,38.91654,2016-12-13,NA,35,NA,NA,4074,"Love, Kevin",cle,mem,H,20161213-mem-cle,19.0,103,86,1,34.65,1,1,51.1,55.75,55.75,52.6,29pt 13rb 3as 2st 2to 3trey 9-17fg 8-8ft,1,0,8000,200, 7800,0,14850,-650,38,-2,4,45,45,4,NA,Cavaliers,home,Grizzlies,-15.5,202.5
LeBron James,52.81,PF,Mem,Cle,51.905,Cle,Mem,LeBron James (7942927),9800,5.388775510204082,CLE,MEM,SF,NA,-2500,202.5,4.29,42.042,49.54193,2016-12-13,NA,38,NA,NA,3541,"James, LeBron",cle,mem,H,20161213-mem-cle,19.0,103,86,1,36.4833333333333,1,1,42.2,45.5,42.75,42.2,23pt 6rb 8as 3st 6to 9-17fg 5-8ft,0,0,10000,200, 9800,400,20350,600,53,-1,3,34,34,3,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Anthony Davis,57.93,C,GS,NO,57.022,NO,GS,Anthony Davis (7942987),11300,5.126548672566371,NOP,GSW,PF,NA,500,224.5,4.6,51.97999999999999,55.90431999999999,2016-12-13,NA,38,NA,NA,4482,"Davis, Anthony",nor,gsw,H,20161213-gsw-nor,20.0,109,113,1,36.2,1,1,50.1,54.0,53.25,50.6,28pt 8rb 3as 2st 5bl 6to 1trey 10-14fg 7-8ft,0,0,11900,-300,11300,100,23000,550,57,0,4,45,45,4,NA,Pelicans,home,Warriors,10.5,224.5
Patrick McCaw,8.59,SF,GS,NO,8.113,GS,NO,Patrick McCaw (7942892),3000,2.8633333333333333,GSW,@NO,SG,NA,-700,224.5,2.16,6.48,9.33483,2016-12-13,NA,10,NA,NA,4902,"McCaw, Patrick",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,2.43333333333333,1,1,2.2,2.75,2.75,2.2,0pt 1rb 1st 1to,0,0,3500,0, 3000,0, 5000,0,10,0,2,23,2,2,NA,Warriors,away,Pelicans,-10.5,224.5
Ian Clark,15.53,SG,GS,NO,11.545,GS,NO,Ian Clark (7942838),3000,5.176666666666666,GSW,@NO,PG,NA,-700,224.5,3.07,9.21,13.407449999999999,2016-12-13,NA,14,NA,NA,4611,"Clark, Ian",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,13.2,1,1,8.4,9.5,9.5,9.4,6pt 2rb 2trey 2-6fg,0,0,3500,0, 3000,0, 5000,0,10,0,2,12,12,2,NA,Warriors,away,Pelicans,-10.5,224.5
Langston Galloway,16.74,SG,GS,NO,17.58,NO,GS,Langston Galloway (7942839),3700,4.524324324324324,NOP,GSW,PG,NA,500,224.5,3.77,13.949,17.58281,2016-12-13,NA,22,NA,NA,4735,"Galloway, Langston",nor,gsw,H,20161213-gsw-nor,20.0,109,113,0,27.9333333333333,1,1,30.0,33.75,34.25,32.5,20pt 5rb 3st 2to 5trey 6-14fg 3-3ft,0,0,3900,-200, 3700,-600, 6800,350,11,1,2,12,12,1,NA,Pelicans,home,Warriors,10.5,224.5
Mike Muscala,17.26,C,Orl,Atl,18.49,Atl,Orl,Mike Muscala (7942980),4000,4.315,ATL,ORL,PF,NA,-410,204.0,3.87,15.48,18.5403,2016-12-13,NA,21,NA,NA,4659,"Muscala, Mike",atl,orl,H,20161213-orl-atl,19.5,120,131,0,23.9333333333333,1,1,17.0,17.25,16.0,17.0,6pt 5rb 2as 1bl 3-8fg,0,0,3700,100, 4000,0, 6700,100,10,0,4,45,45,4,NA,Hawks,home,Magic,-7.5,204.0
Kent Bazemore,21.14,SF,Orl,Atl,22.682,Atl,Orl,Kent Bazemore (7942886),4600,4.595652173913043,ATL,ORL,SG,NA,-410,204.0,4.27,19.641999999999996,22.513599999999997,2016-12-13,NA,27,NA,NA,4507,"Bazemore, Kent",atl,orl,H,20161213-orl-atl,19.5,120,131,0,14.633333333333301,1,1,8.6,8.75,6.75,8.6,5pt 3rb 2-9fg 1-2ft,0,0,4200,0, 4600,0, 9600,-600,16,-2,3,23,23,2,NA,Hawks,home,Magic,-7.5,204.0
Kyle Korver,18.89,SF,Orl,Atl,17.58,Atl,Orl,Kyle Korver (7942885),3900,4.843589743589743,ATL,ORL,SG,NA,-410,204.0,3.33,12.987,17.88433,2016-12-13,NA,30,NA,NA,3547,"Korver, Kyle",atl,orl,H,20161213-orl-atl,19.5,120,131,0,26.9166666666667,1,1,13.2,15.25,16.75,15.2,12pt 1rb 4trey 4-6fg,0,0,3700,0, 3900,200, 7000,-350,10,0,2,23,23,3,NA,Hawks,home,Magic,-7.5,204.0
Draymond Green,39.74,C,GS,NO,39.094,GS,NO,Draymond Green (7942986),7500,5.298666666666667,GSW,@NO,PF,NA,-700,224.5,5.03,37.725,39.50859,2016-12-13,NA,34,NA,NA,4504,"Green, Draymond",gsw,nor,A,20161213-gsw-nor,20.0,113,109,1,35.9833333333333,1,1,51.4,58.5,57.0,52.4,12pt 12rb 10as 4st 2bl 2to 2trey 4-12fg 2-2ft,1,1,7800,-400, 7500,-200,15900,0,36,0,4,45,34,4,NA,Warriors,away,Pelicans,-10.5,224.5
Kevin Durant,49.56,PF,GS,NO,49.66,GS,NO,Kevin Durant (7942929),9400,5.272340425531914,GSW,@NO,SF,NA,-700,224.5,4.5,42.3,47.818799999999996,2016-12-13,NA,35,NA,NA,3986,"Durant, Kevin",gsw,nor,A,20161213-gsw-nor,20.0,113,109,1,37.2333333333333,1,1,36.1,38.25,36.25,36.6,27pt 3rb 3as 2bl 3to 1trey 10-19fg 6-7ft,0,0,10000,-200, 9400,100,20950,50,50,-2,3,34,34,3,NA,Warriors,away,Pelicans,-10.5,224.5
Kawhi Leonard,41.92,SF,Mia,SA,42.025,SA,Mia,Kawhi Leonard (7760750),8900,4.710112359550562,SAS,MIA,SF,NA,-950,190.0,3.59,31.951,36.935500000000005,2016-11-14,NA,33,NA,NA,4404,"Leonard, Kawhi",sas,mia,H,20161114-mia-sas,20.5,94,90,1,34.5666666666667,1,1,40.4,46.0,44.5,41.9,24pt 12rb 4as 4to 3trey 7-19fg 7-9ft,1,0,8500,-400, 8900,-500,16450,800,48,0,3,3,23,3,NA,Spurs,home,Heat,-11.5,190.5
LaMarcus Aldridge,33.08,PF,Mia,SA,31.444,SA,Mia,LaMarcus Aldridge (7760777),6700,4.937313432835821,SAS,MIA,PF,NA,-950,190.0,5.21,34.907,33.9935,2016-11-14,NA,31,NA,NA,3860,"Aldridge, LaMarcus",sas,mia,H,20161114-mia-sas,20.5,94,90,1,36.35,1,1,24.6,25.75,24.25,24.6,18pt 3rb 2as 1st 2to 8-14fg 2-2ft,0,0,7200,-100, 6700,-200,13200,100,32,-2,4,45,45,4,NA,Spurs,home,Heat,-11.5,190.5
Tony Parker,17.24,PG,Mia,SA,16.125,SA,Mia,Tony Parker (7760628),3800,4.536842105263157,SAS,MIA,PG,NA,-950,190.0,4.92,18.696,17.968,2016-11-14,NA,26,NA,NA,3313,"Parker, Tony",sas,mia,H,20161114-mia-sas,20.5,94,90,1,25.75,1,1,23.6,24.75,23.0,23.6,11pt 3rb 6as 1st 2to 4-10fg 3-4ft,0,0,4300,0, 3800,-100, 7050,-700,14,-2,1,1,1,1,NA,Spurs,home,Heat,-11.5,190.5
