gid,last_first,first_last,date,team,opp,h_a,gameid,gtime_et,team_pts,opp_pts,start,minutes,gp,active,fdp,dkp,ddp,yhp,stats,doubled,tripled,fd_sal,fd_change,dk_sal,dk_change,dd_sal,dd_change,yh_sal,yh_change,fd_pos,dk_pos,dd_pos,yh_pos,x35,nn,site,o_team,line,total,EP,P1,P2,Away,Home,AvgPointsPerGame,teamAbbrev,Opp.x,ID,Salary,Value.x,Team,Opp.y,Pos,ML,OU,Mins,Value.y,EPRWire,EP_Avg
4379,"Irving, Kyrie",Kyrie Irving,2016-12-10,cle,cha,H,20161210-cha-cle,19.5,116,105,1,36.15,1,1,20.3,23.0,21.75,21.3,11pt 4rb 5as 3to 2trey 4-13fg 1-1ft,0,0,7300,0, 7200,100,14450,50,37,0,1,1,12,1,NA,Cavaliers,home,Hornets,-8.0,214.0,36.45,PG,NA,Cha,Cle,36.833,Cle,Cha,Kyrie Irving (7930499),7200,5.0625,CLE,CHA,PG,-350,212.5,34,4.06,29.231999999999996,32.841
4379,"Irving, Kyrie",Kyrie Irving,2016-12-07,cle,nyk,A,20161207-cle-nyk,20.0,126,94,1,30.45,1,1,37.4,40.5,40.5,39.4,28pt 2rb 6as 2to 4trey 9-17fg 6-6ft,0,0,7300,-100, 7200,-100,16650,1300,37,0,1,1,12,1,NA,Cavaliers,away,Knicks,-8.5,216.5,36.16,PG,NA,Cle,NY,37.066,Cle,NY,Kyrie Irving (7907985),7200,5.022222222222221,CLE,@NY,PG,NA,0.0,35,4.31,31.031999999999996,33.596
4379,"Irving, Kyrie",Kyrie Irving,2016-12-02,cle,chi,A,20161202-cle-chi,20.0,105,111,1,38.0333333333333,1,1,39.2,40.5,37.25,39.2,20pt 6rb 8as 1st 2to 9-21fg 2-3ft,0,0,7400,0, 7400,0,15900,-50,37,0,1,1,12,1,NA,Cavaliers,away,Bulls,-1.5,209.0,35.17,PG,NA,Cle,Chi,36.985,Cle,Chi,Kyrie Irving (7880391),7400,4.7527027027027025,CLE,@CHI,PG,-135,211.0,35,4.08,30.192,32.681
4379,"Irving, Kyrie",Kyrie Irving,2016-12-01,cle,lac,H,20161201-lac-cle,20.0,94,113,1,33.9166666666667,1,1,29.4,32.0,29.5,29.9,28pt 2rb 2as 4to 1trey 8-19fg 11-12ft,0,0,7400,-200, 7400,-200,15950,100,37,0,1,1,12,1,NA,Cavaliers,home,Clippers,-4.0,214.5,35.1,PG,NA,LAC,Cle,37.297,Cle,LAC,Kyrie Irving (7874740),7400,4.743243243243244,CLE,LAC,PG,-173,214.5,36,3.98,29.452,32.276
4379,"Irving, Kyrie",Kyrie Irving,2016-11-29,cle,mil,A,20161129-cle-mil,20.0,101,118,1,31.3333333333333,1,1,25.9,28.5,27.75,26.9,20pt 2rb 3as 1st 3to 2trey 5-12fg 8-8ft,0,0,7600,200, 7600,0,15850,-1200,37,0,1,1,12,1,NA,Cavaliers,away,Bucks,-6.5,212.5,35.52,PG,NA,Cle,Mil,37.883,Cle,Mil,Kyrie Irving (7861569),7600,4.673684210526316,CLE,@MIL,PG,-300,210.5,35,4.08,31.008,33.264
4379,"Irving, Kyrie",Kyrie Irving,2016-11-25,cle,dal,H,20161125-dal-cle,19.5,128,90,1,28.4833333333333,1,1,27.7,30.75,32.0,29.7,25pt 1rb 1as 1bl 2to 4trey 10-13fg 1-1ft,0,0,7600,0, 7600,0,16250,-700,37,0,1,1,12,1,NA,Cavaliers,home,Mavericks,-14.5,202.5,31.89,PG,NA,Dal,Cle,37.577,Cle,Dal,Kyrie Irving (7828528),7600,4.196052631578947,CLE,DAL,PG,-1777,201.0,33,3.37,25.612,28.750999999999998
4379,"Irving, Kyrie",Kyrie Irving,2016-11-23,cle,por,H,20161123-por-cle,19.0,137,125,1,33.45,1,1,30.4,33.5,33.0,31.9,20pt 2rb 6as 1st 3to 3trey 8-15fg 1-2ft,0,0,7600,200, 7600,0,16950,700,37,2,1,1,12,1,NA,Cavaliers,home,Trailblazers,-11.5,218.5,34.14,PG,NA,Por,Cle,37.917,Cle,Por,Kyrie Irving (7817258),7600,4.492105263157894,CLE,POR,PG,-777,216.0,34,4.25,32.3,33.22
4379,"Irving, Kyrie",Kyrie Irving,2016-11-18,cle,det,H,20161118-det-cle,19.5,104,81,1,28.5166666666667,1,1,45.9,49.0,50.0,47.4,25pt 2rb 11as 1st 3trey 11-15fg,1,0,7400,0, 7600,0,16250,250,35,0,1,1,12,1,NA,Cavaliers,home,Pistons,-9.0,203.0,36.97,PG,NA,Det,Cle,37.273,Cle,Det,Kyrie Irving (7789823),7600,4.864473684210526,CLE,DET,PG,-411,204.0,36,3.97,30.172,33.571
4379,"Irving, Kyrie",Kyrie Irving,2016-11-16,cle,ind,A,20161116-cle-ind,19.0,93,103,1,31.65,1,1,36.9,38.5,36.25,37.4,24pt 2rb 7as 1st 2to 1trey 10-20fg 3-4ft,0,0,7400,0, 7600,200,16000,700,35,0,1,1,12,1,NA,Cavaliers,away,Pacers,-1.0,209.0,38.09,PG,NA,Cle,Ind,37.15,Cle,Ind,Kyrie Irving (7776174),7600,5.011842105263158,CLE,@IND,PG,-101,209.5,37,4.36,33.136,35.613
4379,"Irving, Kyrie",Kyrie Irving,2016-11-15,cle,tor,H,20161115-tor-cle,19.0,121,117,1,35.3166666666667,1,1,35.0,38.75,36.75,36.0,24pt 5rb 4as 2st 5to 2trey 10-20fg 2-4ft,0,0,7400,-100, 7400,0,15300,-350,35,0,1,1,12,1,NA,Cavaliers,home,Raptors,-6.0,209.5,32.28,PG,NA,Tor,Cle,36.972,Cle,Tor,Kyrie Irving (7771658),7400,4.3621621621621625,CLE,TOR,PG,-237,209.0,36,3.86,28.564,30.422
4564,"Curry, Seth",Seth Curry,2016-12-12,dal,den,H,20161212-den-dal,20.5,112,92,0,16.3833333333333,1,1,17.0,18.5,18.75,18.0,10pt 4as 1st 1to 2trey 4-7fg,0,0,4300,-200, 4300,-200, 9100,450,15,0,2,2,12,2,NA,Mavericks,home,Nuggets,1.0,202.5,16.46,SG,NA,Den,Dal,19.368,Dal,Den,Seth Curry (7939488),4300,3.8279069767441865,DAL,DEN,SG,110,201.5,26,3.64,15.652,16.056
4564,"Curry, Seth",Seth Curry,2016-12-10,dal,hou,A,20161210-dal-hou,20.0,87,109,0,26.4166666666667,1,1,17.1,17.75,17.75,17.6,7pt 3rb 3as 1st 1trey 3-5fg,0,0,4500,0, 4500,0, 8650,0,15,0,2,2,12,2,NA,Mavericks,away,Rockets,13.0,208.0,20.65,SG,NA,Dal,Hou,19.458,Dal,Hou,Seth Curry (7930526),4500,4.588888888888889,DAL,@HOU,SG,905,209.5,25,3.15,14.175,17.4125
4564,"Curry, Seth",Seth Curry,2016-11-30,dal,sas,H,20161130-sas-dal,20.5,87,94,0,27.5333333333333,1,1,18.4,19.5,19.0,19.4,14pt 2rb 1st 2trey 5-11fg 2-2ft,0,0,4500,-100, 4800,-400, 5000,0,17,0,2,2,12,2,NA,Mavericks,home,Spurs,8.5,188.0,22.66,SG,NA,SA,Dal,19.797,Dal,SA,Seth Curry (7867617),4800,4.720833333333333,DAL,SAS,SG,371,189.5,28,3.06,14.688,18.674
4564,"Curry, Seth",Seth Curry,2016-11-27,dal,nor,H,20161127-nor-dal,19.0,91,81,0,33.5666666666667,1,1,17.0,18.25,17.25,17.0,10pt 5rb 2as 2to 4-8fg 2-2ft,0,0,4600,-200, 5200,-200, 5000,0,17,2,2,2,12,2,NA,Mavericks,home,Pelicans,4.5,197.0,20.15,SG,NA,NO,Dal,19.9,Dal,NO,Seth Curry (7847874),5200,3.8749999999999996,DAL,NOP,SG,171,199.5,26,2.84,14.768,17.459
4564,"Curry, Seth",Seth Curry,2016-11-25,dal,cle,A,20161125-dal-cle,19.5,90,128,0,26.0666666666667,1,1,19.3,21.0,19.0,19.3,13pt 4rb 3as 3to 5-13fg 3-3ft,0,0,4800,100, 5400,0, 5000,0,15,0,2,2,12,2,NA,Mavericks,away,Cavaliers,14.5,202.5,20.92,SG,NA,Dal,Cle,19.821,Dal,Cle,Seth Curry (7828654),5400,3.8740740740740747,DAL,@CLE,SG,1188,201.0,16,1.62,8.748,14.834
4564,"Curry, Seth",Seth Curry,2016-11-23,dal,lac,H,20161123-lac-dal,20.5,104,124,1,28.7333333333333,1,1,10.7,11.25,10.25,10.7,7pt 1rb 1as 1st 1to 3-7fg 1-1ft,0,0,4700,500, 5400,0, 5000,0,15,1,2,2,12,2,NA,Mavericks,home,Clippers,10.5,193.0,22.22,SG,NA,LAC,Dal,20.481,Dal,LAC,Seth Curry (7817373),5400,4.114814814814814,DAL,LAC,SG,456,192.5,36,3.39,18.306,20.262999999999998
4564,"Curry, Seth",Seth Curry,2016-11-21,dal,sas,A,20161121-dal-sas,20.5,91,96,1,35.8166666666667,1,1,29.4,34.0,34.5,31.9,23pt 2rb 4as 1st 4to 5trey 9-16fg 0-1ft,0,0,4200,100, 5400,-300, 5000,-1800,14,2,2,2,12,2,NA,Mavericks,away,Spurs,15.0,186.5,23.1,SG,NA,Dal,SA,19.354,Dal,SA,Seth Curry (7805891),5400,4.277777777777778,DAL,@SA,SG,2277,183.5,35,3.33,17.982,20.541
4564,"Curry, Seth",Seth Curry,2016-11-19,dal,orl,A,20161119-dal-orl,19.0,87,95,1,35.4,1,1,22.2,24.25,23.0,23.2,13pt 1rb 4as 2st 2to 2trey 4-12fg 3-4ft,0,0,4100,0, 5700,500, 6800,-50,12,1,2,2,12,2,NA,Mavericks,away,Magic,8.0,180.0,27.61,SG,NA,Dal,Orl,18.909,Dal,Orl,Seth Curry (7795559),5700,4.843859649122806,DAL,@ORL,SG,295,179.5,33,3.2,18.24,22.924999999999997
4564,"Curry, Seth",Seth Curry,2016-11-18,dal,mem,H,20161118-mem-dal,20.5,64,80,1,34.0166666666667,1,1,17.8,19.5,18.0,18.8,11pt 4rb 2as 1to 2trey 4-14fg 1-1ft,0,0,4100,-100, 5200,600, 6850,500,11,1,2,2,12,2,NA,Mavericks,home,Grizzlies,3.5,185.5,27.72,SG,NA,Mem,Dal,18.85,Dal,Mem,Seth Curry (7789907),5200,5.330769230769231,DAL,MEM,SG,124,186.0,25,2.56,13.312,20.516
4564,"Curry, Seth",Seth Curry,2016-11-16,dal,bos,A,20161116-dal-bos,19.5,83,90,0,32.2666666666667,1,1,14.8,16.0,15.0,14.8,6pt 4rb 4as 2to 3-7fg,0,0,4200,0, 4600,500, 6350,-600,10,0,2,2,12,2,NA,Mavericks,away,Celtics,7.0,199.5,19.39,SG,NA,Dal,Bos,19.167,Dal,Bos,Seth Curry (7776217),4600,4.215217391304348,DAL,@BOS,SG,222,200.5,24,3.1,14.26,16.825
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-12-12,dal,den,H,20161212-den-dal,20.5,112,92,1,32.2,1,1,35.3,37.75,38.25,36.8,13pt 9rb 3as 2st 2bl 1to 3trey 5-9fg,0,0,3700,200, 3100,100, 5000,0,10,0,3,3,34,3,NA,Mavericks,home,Nuggets,1.0,202.5,12.59,SF,NA,Den,Dal,10.852,Dal,Den,Dorian Finney-Smith (7939510),3100,4.0612903225806445,DAL,DEN,SF,110,201.5,29,4.05,12.555,12.5725
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-12-10,dal,hou,A,20161210-dal-hou,20.0,87,109,1,30.1333333333333,1,1,21.8,22.5,22.0,22.3,11pt 4rb 1st 2bl 1trey 5-9fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,away,Rockets,13.0,208.0,16.72,SF,NA,Dal,Hou,10.298,Dal,Hou,Dorian Finney-Smith (7930558),3000,5.573333333333333,DAL,@HOU,SF,905,209.5,29,3.83,11.49,14.105
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-12-09,dal,ind,H,20161209-ind-dal,20.5,111,103,1,32.8833333333333,1,1,23.6,25.5,25.75,24.6,12pt 8rb 2as 1to 2trey 5-8fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,home,Pacers,3.5,200.0,11.05,SF,NA,Ind,Dal,9.538,Dal,Ind,Dorian Finney-Smith (7924942),3000,3.6833333333333336,DAL,IND,SF,160,199.5,25,3.39,10.17,10.61
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-12-07,dal,sac,H,20161207-sac-dal,20.5,89,120,1,23.3666666666667,1,1,14.6,17.75,18.25,15.6,8pt 3rb 2as 1st 1bl 4to 2trey 3-5fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,home,Kings,3.5,196.0,9.86,SF,NA,Sac,Dal,9.105,Dal,Sac,Dorian Finney-Smith (7908045),3000,3.2866666666666666,DAL,SAC,SF,NA,0.0,27,3.3,9.9,9.879999999999999
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-12-05,dal,cha,H,20161205-cha-dal,20.5,101,109,1,25.7833333333333,1,1,3.4,3.5,2.0,3.4,1pt 2rb 0-5fg 1-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,home,Hornets,4.5,194.0,10.32,SF,NA,Cha,Dal,9.347,Dal,Cha,Dorian Finney-Smith (7895444),3000,3.44,DAL,CHA,SF,150,193.0,28,3.59,10.77,10.545
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-11-30,dal,sas,H,20161130-sas-dal,20.5,87,94,1,18.05,1,1,7.1,7.75,7.0,7.1,0pt 3rb 3as 1to 0-3fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,home,Spurs,8.5,188.0,13.91,SF,NA,SA,Dal,8.95,Dal,SA,Dorian Finney-Smith (7867642),3000,4.636666666666667,DAL,SAS,SF,371,189.5,24,2.93,8.79,11.35
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-11-25,dal,cle,A,20161125-dal-cle,19.5,90,128,0,22.4,1,1,9.5,10.5,10.0,10.5,8pt 1as 2trey 3-9fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,away,Cavaliers,14.5,202.5,9.76,SF,NA,Dal,Cle,8.558,Dal,Cle,Dorian Finney-Smith (7828755),3000,3.2533333333333334,DAL,@CLE,SF,1188,201.0,21,2.92,8.76,9.26
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-11-23,dal,lac,H,20161123-lac-dal,20.5,104,124,0,25.1,1,1,18.9,20.0,20.0,19.9,8pt 2rb 3as 1st 1bl 2trey 3-7fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,home,Clippers,10.5,193.0,10.65,SF,NA,LAC,Dal,7.604,Dal,LAC,Dorian Finney-Smith (7817467),3000,3.5500000000000003,DAL,LAC,SF,456,192.5,25,3.13,9.39,10.02
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-11-21,dal,sas,A,20161121-dal-sas,20.5,91,96,1,27.4666666666667,1,1,10.2,10.25,9.5,10.2,6pt 1rb 2as 2-5fg 2-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,away,Spurs,15.0,186.5,7.41,SF,NA,Dal,SA,7.364,Dal,SA,Dorian Finney-Smith (7805955),3000,2.4699999999999998,DAL,@SA,SF,2277,183.5,17,2.13,6.39,6.9
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-11-19,dal,orl,A,20161119-dal-orl,19.0,87,95,1,13.5666666666667,1,1,4.4,4.5,4.0,4.4,2pt 2rb 0-2fg 2-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,away,Magic,8.0,180.0,8.9,SF,NA,Dal,Orl,7.65,Dal,Orl,Dorian Finney-Smith (7795615),3000,2.966666666666667,DAL,@ORL,SF,295,179.5,23,3.23,9.69,9.295
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-11-18,dal,mem,H,20161118-mem-dal,20.5,64,80,1,22.05,1,1,10.6,10.75,9.75,10.6,5pt 3rb 1bl 2-6fg 1-1ft,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,home,Grizzlies,3.5,185.5,6.71,SF,NA,Mem,Dal,7.306,Dal,Mem,Dorian Finney-Smith (7789981),3000,2.236666666666667,DAL,MEM,SF,124,186.0,5,0.64,1.92,4.3149999999999995
4932,"Finney-Smith, Dorian",Dorian Finney-Smith,2016-11-16,dal,bos,A,20161116-dal-bos,19.5,83,90,1,15.55,1,1,8.6,9.25,9.0,9.1,5pt 3rb 1trey 2-5fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,34,3,NA,Mavericks,away,Celtics,7.0,199.5,8.99,SF,NA,Dal,Bos,7.063,Dal,Bos,Dorian Finney-Smith (7776305),3000,2.9966666666666666,DAL,@BOS,SF,222,200.5,19,2.82,8.46,8.725000000000001
3503,"Scola, Luis",Luis Scola,2016-11-25,bkn,ind,A,20161125-bkn-ind,20.0,97,118,0,10.7833333333333,1,1,4.6,4.75,4.25,4.6,1pt 3rb 0-1fg 1-2ft,0,0,3500,0, 3000,-100, 5150,-150,10,0,4,45,45,4,NA,Nets,away,Pacers,8.0,215.0,10.16,PF,NA,Bkn,Ind,13.904,Bkn,Ind,Luis Scola (7828825),3000,3.3866666666666667,BKN,@IND,PF,326,215.5,13,3.58,10.74,10.45
3503,"Scola, Luis",Luis Scola,2016-11-25,bkn,ind,A,20161125-bkn-ind,20.0,97,118,0,10.7833333333333,1,1,4.6,4.75,4.25,4.6,1pt 3rb 0-1fg 1-2ft,0,0,3500,0, 3000,-100, 5150,-150,10,0,4,45,45,4,NA,Nets,away,Pacers,8.0,215.0,10.16,C,NA,Bkn,Ind,13.904,Bkn,Ind,Luis Scola (7828825),3000,3.3866666666666667,BKN,@IND,PF,326,215.5,13,3.58,10.74,10.45
3503,"Scola, Luis",Luis Scola,2016-11-23,bkn,bos,H,20161123-bos-bkn,19.5,92,111,0,12.133333333333301,1,1,3.8,5.5,5.0,3.8,0pt 4rb 1st 3to 0-2fg,0,0,3500,0, 3100,0, 5300,-250,10,0,4,45,45,4,NA,Nets,home,Celtics,7.5,215.0,10.76,PF,NA,Bos,Bkn,14.604,Bkn,Bos,Luis Scola (7817503),3100,3.4709677419354836,BKN,BOS,PF,285,216.0,13,3.4,10.54,10.649999999999999
3503,"Scola, Luis",Luis Scola,2016-11-23,bkn,bos,H,20161123-bos-bkn,19.5,92,111,0,12.133333333333301,1,1,3.8,5.5,5.0,3.8,0pt 4rb 1st 3to 0-2fg,0,0,3500,0, 3100,0, 5300,-250,10,0,4,45,45,4,NA,Nets,home,Celtics,7.5,215.0,10.76,C,NA,Bos,Bkn,14.604,Bkn,Bos,Luis Scola (7817503),3100,3.4709677419354836,BKN,BOS,PF,285,216.0,13,3.4,10.54,10.649999999999999
3503,"Scola, Luis",Luis Scola,2016-11-18,bkn,okc,A,20161118-bkn-okc,20.0,105,124,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,-200, 3100,0, 5000,-400,10,0,4,45,45,4,NA,Nets,away,Thunder,9.5,218.0,15.68,PF,NA,Bkn,OKC,15.068,Bkn,OKC,Luis Scola (7790009),3100,5.058064516129032,BKN,@OKC,PF,400,218.0,14,3.69,11.439,13.5595
3503,"Scola, Luis",Luis Scola,2016-11-18,bkn,okc,A,20161118-bkn-okc,20.0,105,124,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,-200, 3100,0, 5000,-400,10,0,4,45,45,4,NA,Nets,away,Thunder,9.5,218.0,15.68,C,NA,Bkn,OKC,15.068,Bkn,OKC,Luis Scola (7790009),3100,5.058064516129032,BKN,@OKC,PF,400,218.0,14,3.69,11.439,13.5595
3503,"Scola, Luis",Luis Scola,2016-11-15,bkn,lal,A,20161115-bkn-lal,22.5,118,125,0,11.9833333333333,1,1,15.2,16.0,14.75,15.2,4pt 6rb 2as 1st 1to 2-6fg 0-1ft,0,0,3700,0, 3100,100, 5400,50,10,0,4,45,45,4,NA,Nets,away,Lakers,6.5,220.0,16.15,PF,NA,Bkn,LAL,14.975,Bkn,LAL,Luis Scola (7771761),3100,5.209677419354838,BKN,@LAL,PF,252,220.5,19,5.11,15.841000000000001,15.9955
3503,"Scola, Luis",Luis Scola,2016-11-15,bkn,lal,A,20161115-bkn-lal,22.5,118,125,0,11.9833333333333,1,1,15.2,16.0,14.75,15.2,4pt 6rb 2as 1st 1to 2-6fg 0-1ft,0,0,3700,0, 3100,100, 5400,50,10,0,4,45,45,4,NA,Nets,away,Lakers,6.5,220.0,16.15,C,NA,Bkn,LAL,14.975,Bkn,LAL,Luis Scola (7771761),3100,5.209677419354838,BKN,@LAL,PF,252,220.5,19,5.11,15.841000000000001,15.9955
4112,"Lopez, Robin",Robin Lopez,2016-12-10,chi,mia,H,20161210-mia-chi,20.0,105,100,1,30.6,1,1,23.5,24.0,22.75,23.5,4pt 10rb 1as 3bl 2-7fg,0,0,5100,-100, 4600,100,10050,800,19,0,5,5,5,5,NA,Bulls,home,Heat,-9.5,200.5,27.28,C,NA,Mia,Chi,24.625,Chi,Mia,Robin Lopez (7930593),4600,5.930434782608696,CHI,MIA,C,-600,200.5,29,5.7,26.22,26.75
4112,"Lopez, Robin",Robin Lopez,2016-12-08,chi,sas,H,20161208-sas-chi,21.5,95,91,1,27.8,1,1,18.8,19.0,18.25,18.8,12pt 4rb 1bl 6-9fg,0,0,5200,100, 4500,-400, 9250,-1350,19,-2,5,5,5,5,NA,Bulls,home,Spurs,3.5,201.0,23.91,C,NA,SA,Chi,24.869,Chi,SA,Robin Lopez (7912386),4500,5.3133333333333335,CHI,SAS,C,145,202.0,32,5.66,25.47,24.689999999999998
4112,"Lopez, Robin",Robin Lopez,2016-12-05,chi,por,H,20161205-por-chi,20.0,110,112,1,33.3666666666667,1,1,29.8,31.0,29.75,29.8,7pt 14rb 2as 2bl 1to 2-6fg 3-4ft,0,0,5100,-200, 5200,-200,10650,1650,21,0,5,5,5,5,NA,Bulls,home,Trailblazers,-4.0,216.0,26.51,C,NA,Por,Chi,24.592,Chi,Por,Robin Lopez (7895493),5200,5.098076923076923,CHI,POR,C,-185,214.0,28,5.11,26.572,26.541
4112,"Lopez, Robin",Robin Lopez,2016-12-02,chi,cle,H,20161202-cle-chi,20.0,111,105,1,26.2166666666667,1,1,15.0,15.75,14.5,15.0,10pt 5rb 1to 5-10fg,0,0,5300,300, 5600,100, 8900,-1800,21,0,5,5,5,5,NA,Bulls,home,Cavaliers,1.5,209.0,27.41,C,NA,Cle,Chi,25.132,Chi,Cle,Robin Lopez (7880533),5600,4.894642857142857,CHI,CLE,C,115,211.0,30,4.93,27.608,27.509
4112,"Lopez, Robin",Robin Lopez,2016-11-25,chi,phi,A,20161125-chi-phi,19.5,105,89,1,22.85,1,1,17.5,18.75,17.0,17.5,10pt 5rb 1as 1bl 2to 4-11fg 2-2ft,0,0,4900,0, 5700,400,11300,1650,19,2,5,5,5,5,NA,Bulls,away,Seventysixers,-9.0,204.0,27.36,C,NA,Chi,Phi,24.583,Chi,Phi,Robin Lopez (7828939),5700,4.8,CHI,@PHI,C,-400,204.5,32,5.37,30.609,28.9845
4112,"Lopez, Robin",Robin Lopez,2016-11-22,chi,den,A,20161122-chi-den,21.0,107,110,1,35.35,1,1,37.1,37.5,36.0,37.1,12pt 8rb 1as 1st 6bl 6-12fg,0,0,4900,200, 5300,300, 9650,-250,17,0,5,5,5,5,NA,Bulls,away,Nuggets,-2.0,208.0,24.51,C,NA,Chi,Den,23.661,Chi,Den,Robin Lopez (7813490),5300,4.624528301886793,CHI,@DEN,C,-138,207.5,25,4.45,23.585,24.0475
4112,"Lopez, Robin",Robin Lopez,2016-11-20,chi,lal,A,20161120-chi-lal,21.5,118,110,1,27.7333333333333,1,1,32.2,34.25,33.5,32.2,12pt 11rb 2as 2bl 6-11fg,1,0,4700,0, 5000,200, 9900,50,17,0,5,5,5,5,NA,Bulls,away,Lakers,1.0,211.0,25.59,C,NA,Chi,LAL,22.846,Chi,LAL,Robin Lopez (7802499),5000,5.118,CHI,@LAL,C,-123,211.5,29,5.35,26.75,26.17
4112,"Lopez, Robin",Robin Lopez,2016-11-19,chi,lac,A,20161119-chi-lac,22.5,95,102,1,25.5833333333333,1,1,19.2,19.5,19.25,19.2,10pt 6rb 1st 5-6fg,0,0,4700,100, 4800,100, 9850,1050,17,0,5,5,5,5,NA,Bulls,away,Clippers,7.0,202.5,26.95,C,NA,Chi,LAC,23.125,Chi,LAC,Robin Lopez (7795728),4800,5.614583333333333,CHI,@LAC,C,267,204.0,30,4.99,23.952,25.451
4112,"Lopez, Robin",Robin Lopez,2016-11-17,chi,uta,A,20161117-chi-uta,22.5,85,77,1,38.2833333333333,1,1,28.4,30.5,28.25,28.4,10pt 12rb 2bl 5-16fg,1,0,4600,200, 4700,100, 8800,-1400,17,0,5,5,5,5,NA,Bulls,away,Jazz,3.0,192.0,23.95,C,NA,Chi,Uta,22.455,Chi,Uta,Robin Lopez (7783048),4700,5.095744680851064,CHI,@UTA,C,154,193.0,30,4.81,22.606999999999996,23.278499999999998
4112,"Lopez, Robin",Robin Lopez,2016-11-15,chi,por,A,20161115-chi-por,22.0,113,88,1,29.3666666666667,1,1,29.7,31.75,30.0,29.7,13pt 11rb 1as 1bl 6-15fg 1-1ft,1,0,4400,-100, 4600,300,10200,750,17,0,5,5,5,5,NA,Bulls,away,Trailblazers,3.5,210.5,22.12,C,NA,Chi,Por,21.525,Chi,Por,Robin Lopez (7771805),4600,4.808695652173913,CHI,@POR,C,137,213.0,31,6.4,29.44,25.78
2448,"Carter, Vince",Vince Carter,2016-12-10,mem,gsw,H,20161210-gsw-mem,20.0,110,89,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3900,0, 3700,0, 7400,650,13,0,3,2,23,2,NA,Grizzlies,home,Warriors,11.5,210.0,14.98,SG,NA,GS,Mem,19.583,Mem,GS,Vince Carter (7930519),3700,4.048648648648649,MEM,GSW,SG,690,210.0,15,2.48,9.176,12.078
2448,"Carter, Vince",Vince Carter,2016-11-28,mem,cha,H,20161128-cha-mem,20.0,85,104,0,20.3333333333333,1,1,14.9,17.0,15.5,15.4,8pt 2rb 1as 3st 3to 1trey 2-9fg 3-4ft,0,0,4000,-200, 4000,-100, 7350,50,13,2,3,23,23,3,NA,Grizzlies,home,Hornets,1.0,197.0,15.87,SG,NA,Cha,Mem,19.735,Mem,Cha,Vince Carter (7849699),4000,3.9675,MEM,CHA,SG,-107,197.5,26,3.73,14.92,15.395
2448,"Carter, Vince",Vince Carter,2016-11-28,mem,cha,H,20161128-cha-mem,20.0,85,104,0,20.3333333333333,1,1,14.9,17.0,15.5,15.4,8pt 2rb 1as 3st 3to 1trey 2-9fg 3-4ft,0,0,4000,-200, 4000,-100, 7350,50,13,2,3,23,23,3,NA,Grizzlies,home,Hornets,1.0,197.0,15.87,SF,NA,Cha,Mem,19.735,Mem,Cha,Vince Carter (7849699),4000,3.9675,MEM,CHA,SG,-107,197.5,26,3.73,14.92,15.395
2448,"Carter, Vince",Vince Carter,2016-11-26,mem,mia,A,20161126-mem-mia,20.0,110,107,0,16.1833333333333,1,1,15.6,15.75,14.25,15.6,6pt 3rb 4as 2-8fg 2-2ft,0,0,4200,-200, 4100,-100, 7300,0,11,0,3,23,23,3,NA,Grizzlies,away,Heat,-0.0,185.0,13.44,SG,NA,Mem,Mia,19.984,Mem,Mia,Vince Carter (7844819),4100,3.2780487804878047,MEM,@MIA,SG,NA,0.0,26,3.47,14.227,13.8335
